Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Month,Time_of_Day_Ordered
35.0,5.0,Sandstorms,Low,1,Meal,scooter,1.0,0,JAP,27,4.47,4.8,Mar,Night
31.0,4.6,Sunny,Jam,2,Snack,motorcycle,0.0,0,JAP,27,11.92,5.4,Mar,Night
39.0,4.2,Stormy,Low,0,Drinks,motorcycle,1.0,0,INDO,32,3.03,15.0,Mar,Morning
20.0,4.7,Fog,Jam,0,Meal,motorcycle,1.0,0,SUR,22,9.12,9.6,Mar,Night
21.0,4.6,Fog,Low,2,Meal,motorcycle,0.0,0,VAD,12,4.54,10.2,Mar,Night
38.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,0,HYD,31,3.07,5.4,Mar,Morning
32.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,0,SUR,16,4.56,4.8,Mar,Night
28.0,4.9,Sandstorms,Low,2,Buffet,scooter,0.0,0,CHEN,11,1.55,10.2,Mar,Morning
38.0,4.6,Windy,Low,1,Buffet,scooter,1.0,0,VAD,24,12.58,4.8,Mar,Night
26.0,4.8,Sandstorms,Jam,2,Meal,motorcycle,1.0,0,SUR,25,16.72,15.0,Mar,Night
24.0,4.7,Cloudy,Jam,2,Buffet,electric_scooter,1.0,0,DEH,28,7.34,10.2,Feb,Night
27.0,4.7,Cloudy,Medium,0,Buffet,motorcycle,1.0,0,SUR,24,4.56,15.0,Mar,Evening
36.0,4.9,Stormy,Medium,2,Snack,electric_scooter,0.0,0,MYS,26,12.44,15.0,Mar,Evening
22.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,0,KOL,40,12.11,15.0,Feb,Night
38.0,4.8,Sunny,Jam,1,Snack,scooter,1.0,0,MYS,16,20.21,15.0,Mar,Night
25.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,0,SUR,28,19.76,15.0,Mar,Night
22.0,4.9,Sandstorms,High,2,Snack,scooter,0.0,0,VAD,19,3.15,10.2,Mar,Morning
36.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,0,MYS,29,13.99,15.0,Mar,Night
34.0,4.9,Fog,Jam,2,Buffet,scooter,1.0,0,CHEN,27,4.66,15.0,Mar,Night
21.0,4.8,Stormy,Jam,1,Drinks,motorcycle,1.0,0,MYS,28,7.77,10.2,Mar,Night
30.0,4.0,Stormy,Medium,0,Snack,motorcycle,1.0,0,AURG,36,17.3,10.2,Feb,Night
39.0,4.8,Sunny,Jam,2,Drinks,electric_scooter,1.0,0,PUNE,24,7.66,15.0,Apr,Night
28.0,4.5,Sunny,Jam,0,Buffet,motorcycle,1.0,0,HYD,17,13.83,10.2,Mar,Night
28.0,5.0,Fog,Jam,2,Snack,motorcycle,1.0,0,HYD,21,7.68,9.6,Mar,Night
34.0,4.6,Sunny,Jam,0,Meal,motorcycle,1.0,0,VAD,34,19.69,15.0,Mar,Night
26.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,0,SUR,33,9.12,4.8,Mar,Night
37.0,4.4,Cloudy,Low,0,Buffet,motorcycle,1.0,0,MUM,42,19.89,10.2,Mar,Night
37.0,5.0,Sunny,Low,1,Snack,scooter,0.0,0,SUR,18,1.52,4.8,Mar,Morning
33.0,4.6,Stormy,Low,2,Buffet,motorcycle,1.0,0,COIMB,20,10.91,15.0,Mar,Night
36.0,4.9,Windy,Medium,2,Drinks,scooter,1.0,0,KOC,28,9.36,9.6,Feb,Evening
26.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,0,VAD,40,20.44,5.4,Mar,Night
35.0,4.6,Windy,Low,1,Meal,scooter,0.0,0,KOC,24,12.48,15.0,Feb,Night
34.0,4.6,Fog,Jam,0,Buffet,motorcycle,3.0,1,ALH,50,16.48,9.6,Feb,Night
22.0,4.9,Stormy,Medium,0,Drinks,motorcycle,1.0,0,MYS,25,12.43,15.0,Mar,Night
33.0,4.6,Sandstorms,Jam,1,Meal,motorcycle,1.0,0,SUR,27,12.16,15.0,Mar,Night
31.0,4.9,Sunny,Medium,2,Buffet,scooter,1.0,0,COIMB,15,20.25,15.0,Mar,Night
20.0,4.8,Sandstorms,Low,2,Meal,scooter,1.0,0,HYD,19,19.97,15.0,Mar,Night
35.0,4.6,Cloudy,Jam,0,Snack,motorcycle,2.0,0,COIMB,40,20.25,15.0,Mar,Night
28.0,4.0,Fog,Medium,2,Drinks,motorcycle,0.0,0,JAP,34,11.92,9.6,Mar,Night
38.0,5.0,Sunny,Medium,1,Buffet,scooter,0.0,0,AURG,23,9.16,9.6,Feb,Night
28.0,4.7,Windy,Low,1,Snack,motorcycle,1.0,0,RANCHI,18,1.57,15.0,Mar,Morning
25.0,4.8,Sunny,Medium,1,Snack,scooter,0.0,0,SUR,12,9.12,10.2,Mar,Evening
36.0,4.5,Fog,Low,1,Meal,motorcycle,1.0,0,MYS,18,3.11,5.4,Apr,Morning
25.0,4.8,Stormy,High,1,Meal,scooter,1.0,0,CHEN,25,6.21,5.4,Mar,Evening
34.0,4.5,Fog,Jam,0,Snack,motorcycle,1.0,1,RANCHI,50,19.61,15.0,Mar,Night
32.0,4.3,Windy,Jam,1,Meal,scooter,1.0,0,SUR,32,4.56,9.6,Mar,Night
25.0,4.4,Windy,Low,0,Snack,motorcycle,1.0,0,JAP,27,1.49,10.2,Mar,Morning
24.0,4.7,Sunny,Low,2,Snack,motorcycle,0.0,0,PUNE,15,9.19,9.6,Mar,Night
39.0,4.7,Cloudy,Low,1,Buffet,motorcycle,0.0,0,RANCHI,16,7.55,10.2,Mar,Night
37.0,4.5,Sunny,Jam,0,Meal,motorcycle,1.0,0,RANCHI,21,4.53,9.6,Mar,Night
29.0,4.9,Stormy,Low,2,Buffet,electric_scooter,0.0,0,PUNE,10,1.53,15.0,Mar,Morning
27.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,0,RANCHI,26,19.62,15.0,Mar,Night
28.0,4.9,Sandstorms,Jam,2,Snack,electric_scooter,0.0,0,INDO,20,7.56,10.2,Mar,Night
28.0,4.5,Windy,Low,1,Drinks,scooter,0.0,0,MYS,11,20.21,10.2,Mar,Night
37.0,4.9,Fog,Low,2,Snack,electric_scooter,1.0,0,RANCHI,15,9.06,15.0,Mar,Night
24.0,4.5,Windy,Low,0,Drinks,motorcycle,1.0,0,DEH,22,20.55,9.6,Feb,Night
23.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,0,MUM,18,19.89,9.6,Mar,Night
24.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,0,PUNE,24,9.19,4.8,Mar,Night
35.0,3.8,Windy,Medium,1,Drinks,scooter,1.0,0,RANCHI,36,13.58,4.8,Apr,Night
39.0,4.9,Fog,Low,2,Buffet,scooter,0.0,0,SUR,15,1.52,10.2,Mar,Morning
32.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,0,HYD,30,13.83,15.0,Mar,Evening
38.0,4.8,Windy,Low,2,Snack,scooter,1.0,0,AGR,20,1.57,10.2,Feb,Morning
22.0,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,0,BANG,11,1.55,15.0,Mar,Morning
36.0,4.1,Sandstorms,High,2,Meal,scooter,1.0,0,PUNE,32,3.06,15.0,Mar,Morning
20.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,0,JAP,40,16.38,10.2,Mar,Night
24.0,4.5,Windy,Low,2,Meal,scooter,1.0,0,HYD,15,7.68,15.0,Mar,Night
30.0,4.9,Fog,Medium,2,Meal,scooter,0.0,0,SUR,16,9.12,15.0,Apr,Evening
27.0,5.0,Sandstorms,Jam,1,Meal,motorcycle,0.0,0,COIMB,24,20.25,5.4,Mar,Night
38.0,4.8,Fog,Jam,2,Buffet,scooter,0.0,0,SUR,26,7.6,15.0,Mar,Night
23.0,4.6,Cloudy,Medium,0,Meal,motorcycle,1.0,0,COIMB,34,20.25,15.0,Mar,Night
27.0,4.7,Sandstorms,Low,2,Drinks,electric_scooter,0.0,0,MYS,15,4.66,10.2,Apr,Night
33.0,4.7,Fog,High,1,Drinks,scooter,1.0,0,CHEN,26,6.21,10.2,Mar,Evening
38.0,4.0,Sunny,Medium,0,Meal,motorcycle,1.0,0,AGR,39,11.9,4.8,Feb,Night
33.0,4.8,Cloudy,High,0,Buffet,motorcycle,0.0,0,INDO,26,6.05,15.0,Mar,Evening
32.0,4.6,Sandstorms,Low,1,Snack,scooter,0.0,0,COIMB,27,1.56,15.0,Mar,Morning
27.0,4.1,Fog,Jam,1,Snack,scooter,1.0,0,BANG,37,17.08,15.0,Mar,Night
32.0,4.7,Windy,Medium,1,Meal,motorcycle,1.0,0,SUR,30,4.56,15.0,Apr,Night
38.0,4.9,Cloudy,Medium,1,Meal,scooter,1.0,0,DEH,18,5.88,5.4,Feb,Evening
20.0,4.1,Cloudy,Jam,1,Meal,scooter,1.0,0,JAP,31,11.92,15.0,Mar,Night
32.0,3.5,Windy,Jam,2,Drinks,scooter,2.0,0,RANCHI,40,10.56,9.6,Apr,Night
30.0,4.6,Stormy,High,1,Drinks,motorcycle,0.0,0,COIMB,30,6.23,15.0,Mar,Evening
28.0,4.9,Stormy,Jam,2,Drinks,scooter,1.0,0,JAP,25,8.94,4.8,Mar,Night
24.0,5.0,Cloudy,Low,1,Buffet,scooter,0.0,0,JAP,20,19.36,9.6,Mar,Night
32.0,4.1,Stormy,Low,0,Snack,motorcycle,1.0,0,JAP,26,2.98,15.0,Apr,Morning
31.0,4.9,Windy,High,2,Snack,scooter,1.0,0,AURG,31,3.05,4.8,Feb,Morning
28.0,4.5,Sunny,Low,0,Buffet,motorcycle,1.0,0,ALH,14,1.5,10.2,Feb,Morning
22.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,0,CHEN,20,7.76,15.0,Mar,Night
37.0,4.4,Stormy,Jam,0,Buffet,motorcycle,1.0,0,MYS,37,12.44,9.6,Mar,Night
37.0,4.5,Windy,Low,1,Buffet,motorcycle,1.0,0,PUNE,29,12.26,15.0,Mar,Night
28.0,4.9,Cloudy,High,0,Meal,motorcycle,1.0,0,AGR,21,2.98,4.8,Feb,Morning
20.0,4.9,Windy,Medium,1,Meal,scooter,1.0,0,VAD,15,12.12,5.4,Mar,Evening
25.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,1.0,0,BANG,37,12.42,15.0,Mar,Night
31.0,4.7,Cloudy,Jam,0,Buffet,motorcycle,0.0,0,COIMB,43,20.25,10.2,Mar,Night
31.0,4.8,Sandstorms,Jam,1,Drinks,scooter,1.0,0,MUM,27,4.59,4.8,Mar,Night
39.0,4.7,Sandstorms,Jam,2,Drinks,scooter,0.0,0,CHEN,26,4.66,4.8,Apr,Night
32.0,4.8,Fog,Low,2,Buffet,electric_scooter,1.0,0,BANG,26,20.18,9.6,Mar,Night
36.0,4.6,Fog,Low,0,Drinks,motorcycle,1.0,0,PUNE,28,3.06,9.6,Mar,Morning
38.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,0,MUM,21,1.53,15.0,Apr,Morning
27.0,3.9,Sunny,Jam,0,Buffet,motorcycle,1.0,0,MYS,41,4.66,15.0,Mar,Night
39.0,4.9,Stormy,Jam,2,Buffet,electric_scooter,0.0,0,HYD,29,7.68,15.0,Mar,Night
37.0,4.9,Sandstorms,Medium,2,Meal,scooter,1.0,0,CHEN,26,12.42,4.8,Mar,Night
30.0,3.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,0,MYS,40,10.88,4.8,Mar,Night
32.0,4.7,Cloudy,Jam,2,Snack,electric_scooter,1.0,0,DEH,39,20.44,10.2,Feb,Night
37.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,0,SUR,44,16.72,15.0,Mar,Night
25.0,4.4,Stormy,High,0,Snack,motorcycle,1.0,0,JAP,39,1.49,15.0,Apr,Morning
37.0,4.7,Sunny,Jam,2,Snack,scooter,1.0,0,VAD,29,14.15,15.0,Mar,Night
21.0,4.6,Sandstorms,Low,2,Drinks,scooter,1.0,0,ALH,16,3.0,15.0,Feb,Morning
23.0,4.4,Stormy,Medium,0,Snack,motorcycle,1.0,0,BANG,37,20.18,4.8,Mar,Evening
32.0,4.2,Sandstorms,Low,0,Buffet,motorcycle,1.0,0,HYD,25,3.07,5.4,Mar,Morning
33.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,0,MUM,40,10.71,4.8,Mar,Night
27.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,0,ALH,23,3.0,9.6,Feb,Morning
26.0,5.0,Cloudy,Low,2,Buffet,motorcycle,1.0,0,BHP,13,4.72,5.4,Feb,Night
36.0,4.9,Fog,Low,2,Buffet,scooter,0.0,0,VAD,18,3.15,15.0,Mar,Morning
37.0,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,0,BHP,26,6.04,10.2,Feb,Evening
29.0,4.9,Sandstorms,Medium,2,Meal,electric_scooter,1.0,0,PUNE,24,4.6,4.8,Apr,Evening
35.0,4.6,Sandstorms,Low,0,Buffet,motorcycle,0.0,0,COIMB,22,14.02,4.8,Mar,Night
22.0,4.7,Sunny,Jam,2,Buffet,motorcycle,1.0,0,HYD,13,12.29,10.2,Mar,Night
32.0,4.5,Fog,Low,2,Meal,scooter,1.0,0,CHEN,32,17.07,10.2,Mar,Night
23.0,4.7,Stormy,Jam,1,Drinks,motorcycle,0.0,0,INDO,16,4.54,4.8,Mar,Night
25.0,5.0,Cloudy,Jam,1,Buffet,scooter,1.0,0,BANG,34,10.87,10.2,Mar,Night
25.0,5.0,Stormy,Low,2,Drinks,scooter,1.0,0,GOA,12,16.98,10.2,Feb,Night
20.0,4.7,Sandstorms,Low,2,Snack,electric_scooter,1.0,0,MUM,16,19.89,15.0,Apr,Night
34.0,3.8,Sunny,Jam,1,Snack,motorcycle,1.0,0,INDO,34,13.61,10.2,Mar,Night
36.0,4.6,Cloudy,Low,2,Buffet,scooter,1.0,0,PUNE,15,1.53,9.6,Mar,Morning
35.0,5.0,Fog,Jam,0,Drinks,motorcycle,1.0,0,INDO,27,9.07,5.4,Mar,Night
34.0,4.4,Sunny,Jam,2,Drinks,electric_scooter,1.0,0,BANG,31,12.42,15.0,Mar,Night
27.0,5.0,Sandstorms,Jam,1,Buffet,scooter,0.0,0,BANG,16,20.18,15.0,Mar,Night
32.0,4.5,Fog,Low,2,Meal,scooter,0.0,0,COIMB,17,9.35,4.8,Mar,Night
24.0,4.9,Stormy,Low,1,Meal,motorcycle,0.0,0,KNP,16,2.98,10.2,Feb,Morning
38.0,3.5,Sunny,Jam,2,Meal,scooter,1.0,0,CHEN,34,13.97,15.0,Mar,Night
33.0,5.0,Windy,High,0,Snack,motorcycle,0.0,1,HYD,46,6.15,10.2,Mar,Evening
36.0,4.8,Fog,Low,2,Snack,scooter,1.0,0,HYD,19,4.61,10.2,Mar,Night
34.0,4.0,Stormy,Low,0,Buffet,motorcycle,1.0,0,BANG,29,3.11,15.0,Mar,Morning
29.0,4.9,Sunny,Jam,1,Drinks,motorcycle,0.0,0,MYS,11,14.15,15.0,Mar,Night
32.0,4.9,Sandstorms,High,1,Drinks,scooter,0.0,0,GOA,28,6.29,10.2,Feb,Evening
22.0,4.5,Cloudy,Jam,1,Snack,motorcycle,1.0,0,VAD,28,7.57,15.0,Mar,Night
26.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,0,COIMB,23,1.56,10.2,Mar,Morning
38.0,4.8,Cloudy,Low,1,Meal,motorcycle,0.0,0,CHEN,28,20.18,4.8,Mar,Night
24.0,4.9,Fog,Medium,2,Meal,scooter,0.0,0,MUM,25,19.89,9.6,Mar,Evening
37.0,4.6,Sunny,Jam,2,Drinks,motorcycle,0.0,0,RANCHI,23,13.58,15.0,Apr,Night
36.0,4.5,Cloudy,Jam,0,Meal,motorcycle,1.0,0,MYS,41,12.44,15.0,Mar,Night
31.0,3.8,Windy,Jam,1,Snack,motorcycle,1.0,0,CHEN,37,17.08,9.6,Mar,Night
30.0,5.0,Stormy,Low,0,Snack,motorcycle,0.0,0,MUM,25,10.71,9.6,Mar,Night
29.0,4.6,Sunny,Jam,2,Buffet,scooter,0.0,0,HYD,19,16.9,4.8,Mar,Night
24.0,3.2,Sunny,Low,1,Snack,scooter,1.0,0,PUNE,35,13.79,15.0,Apr,Night
21.0,4.9,Sandstorms,Low,0,Buffet,motorcycle,0.0,0,VAD,15,13.63,15.0,Mar,Night
22.0,4.7,Windy,Low,1,Drinks,scooter,1.0,0,VAD,15,14.15,4.8,Mar,Night
30.0,4.4,Stormy,High,2,Drinks,electric_scooter,1.0,0,BHP,31,6.04,15.0,Feb,Evening
32.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,0,JAP,28,8.94,4.8,Apr,Night
25.0,4.8,Stormy,Medium,1,Drinks,scooter,0.0,0,JAP,16,11.92,4.8,Mar,Evening
36.0,4.5,Stormy,Low,2,Buffet,electric_scooter,1.0,0,ALH,28,1.57,5.4,Feb,Morning
28.0,5.0,Stormy,Low,1,Meal,scooter,0.0,0,SUR,13,7.6,4.8,Mar,Night
26.0,4.3,Fog,Jam,2,Drinks,electric_scooter,1.0,0,JAP,38,13.41,4.8,Mar,Night
38.0,4.9,Sandstorms,Low,2,Snack,scooter,0.0,0,INDO,26,1.51,4.8,Mar,Morning
37.0,4.8,Cloudy,High,0,Buffet,motorcycle,1.0,0,PUNE,28,3.06,4.8,Mar,Morning
25.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,0,MYS,20,7.77,9.6,Mar,Night
28.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,0,JAP,28,8.94,9.6,Mar,Night
38.0,4.4,Sandstorms,Low,0,Snack,motorcycle,1.0,0,SUR,26,1.52,15.0,Mar,Morning
23.0,4.7,Sunny,Medium,2,Buffet,motorcycle,1.0,0,INDO,19,12.1,15.0,Apr,Night
37.0,4.7,Sunny,Low,0,Snack,motorcycle,0.0,0,SUR,23,7.6,5.4,Mar,Night
20.0,4.8,Stormy,Jam,0,Meal,motorcycle,1.0,0,BANG,26,13.97,9.6,Mar,Night
32.0,4.9,Sunny,Low,1,Snack,scooter,0.0,0,BANG,16,10.87,5.4,Mar,Night
25.0,4.0,Windy,Low,0,Meal,motorcycle,1.0,0,CHEN,23,9.31,9.6,Mar,Night
27.0,5.0,Sunny,Low,1,Buffet,motorcycle,1.0,0,VAD,20,3.15,10.2,Mar,Morning
23.0,4.7,Sandstorms,High,2,Drinks,motorcycle,1.0,0,GOA,24,6.18,4.8,Feb,Evening
29.0,4.9,Sunny,Low,1,Snack,scooter,1.0,0,PUNE,16,1.53,10.2,Mar,Morning
38.0,4.9,Stormy,Low,1,Buffet,scooter,1.0,0,MUM,24,1.53,10.2,Apr,Morning
21.0,4.5,Fog,Low,2,Snack,electric_scooter,1.0,0,RANCHI,14,4.53,4.8,Apr,Night
33.0,4.6,Fog,Low,2,Meal,scooter,1.0,0,CHEN,15,1.55,5.4,Mar,Morning
31.0,4.4,Stormy,Low,0,Buffet,motorcycle,0.0,0,MUM,24,1.53,10.2,Mar,Morning
31.0,4.9,Stormy,Jam,0,Snack,motorcycle,1.0,0,INDO,42,10.59,4.8,Mar,Night
22.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,1.0,0,BANG,24,4.66,5.4,Mar,Night
21.0,4.5,Sunny,Medium,0,Buffet,motorcycle,1.0,0,MYS,18,9.33,15.0,Mar,Evening
31.0,4.1,Fog,Low,0,Meal,motorcycle,1.0,0,KOC,41,14.04,9.6,Feb,Night
22.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,0,SUR,32,13.68,5.4,Mar,Evening
30.0,4.8,Sandstorms,Low,0,Snack,motorcycle,0.0,0,RANCHI,24,20.44,4.8,Mar,Night
27.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,2.0,0,JAP,47,10.43,4.8,Mar,Night
31.0,4.7,Sandstorms,Medium,1,Meal,motorcycle,1.0,0,INDO,28,6.05,15.0,Mar,Evening
28.0,4.2,Sunny,High,0,Snack,motorcycle,1.0,0,CHEN,41,1.55,15.0,Mar,Morning
26.0,4.9,Sandstorms,High,0,Drinks,motorcycle,1.0,0,GOA,18,6.18,5.4,Feb,Evening
39.0,4.7,Sandstorms,High,0,Drinks,motorcycle,1.0,1,RANCHI,40,6.04,4.8,Mar,Evening
37.0,4.7,Stormy,Medium,0,Buffet,motorcycle,0.0,0,SUR,48,10.64,4.8,Mar,Night
32.0,5.0,Sunny,High,2,Meal,electric_scooter,1.0,0,MYS,23,6.22,15.0,Mar,Evening
31.0,4.0,Sandstorms,Medium,1,Drinks,scooter,0.0,0,COIMB,31,6.23,5.4,Mar,Evening
24.0,4.7,Sunny,Jam,1,Buffet,motorcycle,0.0,0,SUR,13,10.64,9.6,Mar,Night
26.0,3.5,Sunny,Jam,0,Buffet,motorcycle,1.0,1,MYS,52,7.77,4.8,Mar,Night
23.0,4.8,Stormy,Low,2,Buffet,motorcycle,1.0,0,INDO,15,13.61,15.0,Mar,Night
35.0,4.9,Windy,Medium,1,Snack,motorcycle,0.0,0,GOA,26,6.18,4.8,Feb,Evening
21.0,4.6,Stormy,Medium,2,Buffet,scooter,0.0,0,VAD,21,11.01,5.4,Mar,Night
27.0,5.0,Fog,Jam,2,Drinks,scooter,1.0,0,VAD,44,10.6,15.0,Mar,Night
32.0,4.1,Fog,Jam,1,Buffet,motorcycle,3.0,1,GOA,48,20.08,4.8,Feb,Night
31.0,4.9,Stormy,Low,0,Snack,motorcycle,1.0,0,JAP,24,11.91,4.8,Mar,Night
25.0,4.9,Fog,Medium,2,Buffet,scooter,1.0,0,MYS,16,9.33,5.4,Mar,Night
35.0,4.6,Windy,Low,1,Snack,scooter,1.0,0,ALH,21,8.99,15.0,Feb,Night
20.0,4.7,Stormy,Low,2,Meal,scooter,1.0,0,AURG,17,16.79,9.6,Feb,Night
28.0,4.8,Stormy,High,1,Drinks,motorcycle,0.0,0,JAP,28,1.49,10.2,Mar,Morning
35.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,0,SUR,29,1.52,4.8,Apr,Morning
32.0,4.5,Sandstorms,Medium,2,Meal,scooter,1.0,0,RANCHI,27,14.15,10.2,Mar,Evening
33.0,4.7,Sunny,Medium,1,Buffet,motorcycle,0.0,0,JAP,19,5.96,10.2,Apr,Evening
30.0,4.9,Stormy,Low,1,Meal,scooter,0.0,0,COIMB,25,1.56,15.0,Mar,Morning
35.0,4.5,Windy,Low,0,Meal,motorcycle,0.0,0,KNP,23,7.46,15.0,Feb,Night
25.0,4.7,Cloudy,High,0,Drinks,motorcycle,0.0,0,SUR,22,6.08,4.8,Mar,Evening
25.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,1.0,0,JAP,17,20.86,5.4,Apr,Evening
31.0,4.7,Sunny,High,1,Buffet,motorcycle,1.0,0,HYD,17,6.15,15.0,Apr,Evening
37.0,4.5,Fog,Medium,2,Buffet,electric_scooter,0.0,0,SUR,19,6.08,15.0,Mar,Evening
29.0,3.1,Sunny,Low,1,Drinks,scooter,1.0,0,INDO,34,16.64,15.0,Mar,Night
31.0,4.7,Cloudy,Medium,1,Buffet,scooter,0.0,0,HYD,19,6.15,4.8,Mar,Evening
29.0,4.9,Windy,Medium,1,Snack,motorcycle,1.0,0,VAD,27,4.72,15.0,Mar,Night
26.0,4.7,Cloudy,Jam,2,Buffet,scooter,0.0,0,JAP,38,16.38,15.0,Mar,Night
30.0,4.6,Cloudy,Low,1,Drinks,motorcycle,1.0,0,RANCHI,16,3.02,10.2,Mar,Morning
33.0,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,0,BANG,47,13.97,15.0,Apr,Night
21.0,4.7,Cloudy,Jam,1,Drinks,motorcycle,0.0,0,HYD,32,19.97,4.8,Mar,Night
32.0,4.7,Sunny,Jam,1,Drinks,motorcycle,1.0,0,COIMB,20,9.35,10.2,Mar,Night
36.0,4.9,Windy,Jam,1,Buffet,motorcycle,1.0,0,MYS,25,9.33,4.8,Mar,Night
23.0,4.7,Stormy,High,1,Buffet,motorcycle,0.0,0,JAP,20,1.49,4.8,Mar,Morning
39.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,1.0,0,MUM,27,7.65,9.6,Mar,Night
28.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,0,BHP,20,19.63,4.8,Feb,Night
32.0,4.3,Windy,Medium,0,Buffet,motorcycle,1.0,0,COIMB,35,6.23,5.4,Mar,Evening
33.0,4.7,Sandstorms,Jam,2,Buffet,motorcycle,1.0,0,PUNE,25,7.66,10.2,Mar,Night
31.0,4.1,Sunny,Jam,2,Buffet,scooter,0.0,0,PUNE,31,16.85,15.0,Mar,Night
29.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,0,PUNE,28,10.72,10.2,Mar,Night
36.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,0,MUM,48,7.65,15.0,Mar,Night
34.0,4.8,Stormy,Medium,0,Meal,motorcycle,1.0,0,BANG,35,4.66,10.2,Mar,Night
36.0,4.1,Sandstorms,Medium,0,Meal,motorcycle,2.0,0,RANCHI,36,4.53,9.6,Mar,Evening
37.0,4.8,Sandstorms,Jam,0,Buffet,motorcycle,3.0,0,PUNE,45,13.79,15.0,Mar,Night
34.0,4.9,Sunny,Low,0,Drinks,motorcycle,0.0,0,ALH,26,3.0,10.2,Feb,Morning
21.0,4.4,Windy,Jam,0,Snack,motorcycle,1.0,0,SUR,31,7.6,9.6,Mar,Night
20.0,4.9,Stormy,Low,2,Meal,scooter,1.0,0,PUNE,17,1.53,10.2,Apr,Morning
32.0,4.6,Sandstorms,Low,1,Meal,motorcycle,0.0,0,HYD,16,16.9,10.2,Mar,Night
21.0,4.7,Cloudy,Jam,0,Snack,motorcycle,2.0,1,SUR,48,12.16,4.8,Mar,Night
32.0,4.9,Sunny,Medium,2,Drinks,scooter,0.0,0,KOC,21,20.29,15.0,Feb,Evening
22.0,4.7,Sandstorms,Low,2,Snack,motorcycle,0.0,0,VAD,15,10.6,4.8,Mar,Night
34.0,4.8,Sunny,Low,2,Buffet,scooter,0.0,0,MYS,15,9.33,10.2,Mar,Night
26.0,4.7,Windy,Medium,0,Snack,motorcycle,1.0,0,MUM,19,6.12,15.0,Apr,Evening
26.0,4.7,Sunny,High,2,Snack,scooter,0.0,0,COIMB,13,3.12,15.0,Mar,Morning
35.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,0,MUM,17,1.53,10.2,Mar,Morning
23.0,4.8,Stormy,Jam,2,Meal,electric_scooter,1.0,0,KNP,26,20.44,4.8,Feb,Night
29.0,4.9,Sunny,Medium,2,Drinks,motorcycle,0.0,0,MUM,12,9.18,15.0,Mar,Night
31.0,4.6,Stormy,Jam,2,Snack,motorcycle,1.0,0,BANG,30,4.66,10.2,Mar,Night
35.0,4.5,Cloudy,Low,2,Drinks,electric_scooter,0.0,0,MUM,17,1.53,15.0,Mar,Morning
21.0,4.9,Fog,Medium,2,Buffet,motorcycle,1.0,0,BANG,18,9.31,10.2,Apr,Night
31.0,4.5,Sunny,Jam,1,Snack,scooter,0.0,0,JAP,25,10.43,10.2,Mar,Night
23.0,4.7,Fog,Jam,2,Buffet,motorcycle,1.0,0,COIMB,24,7.79,10.2,Mar,Night
38.0,4.9,Cloudy,Low,1,Drinks,scooter,1.0,0,KOL,19,1.51,4.8,Feb,Morning
25.0,4.8,Sandstorms,Jam,2,Snack,electric_scooter,1.0,0,BANG,23,9.32,10.2,Apr,Night
24.0,4.9,Sunny,Low,1,Meal,motorcycle,1.0,0,BANG,20,4.66,4.8,Mar,Night
