Delivery_person_Age,Delivery_person_Ratings,Delivery_distance,Time_to_pick,Festival,Weather_conditions,Road_traffic_density,Type_of_order,Type_of_vehicle,City,Time_of_Day_Ordered,Month,multiple_deliveries,Vehicle_condition,Time_taken (min)
38.0,5.0,1.51,9.6,No,Fog,High,Meal,motorcycle,Metropolitian,Morning,Mar,1.0,1,25
27.0,4.5,1.55,15.0,No,Windy,Low,Snack,electric_scooter,Metropolitian,Morning,Mar,0.0,2,17
21.0,4.5,12.16,15.0,No,Cloudy,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,1.0,0,34
24.0,4.8,9.31,9.6,No,Stormy,Medium,Buffet,scooter,Metropolitian,Evening,Apr,1.0,1,20
35.0,4.9,1.57,10.2,No,Fog,Low,Meal,motorcycle,Metropolitian,Morning,Mar,1.0,0,26
27.0,4.7,7.68,4.8,No,Windy,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,1.0,0,17
27.0,4.6,7.66,9.6,No,Cloudy,Low,Drinks,motorcycle,Urban,Night,Mar,0.0,1,10
27.0,4.9,9.16,10.2,No,Fog,Jam,Meal,motorcycle,Metropolitian,Night,Feb,0.0,0,28
34.0,4.7,5.97,4.8,No,Cloudy,Medium,Buffet,scooter,Urban,Evening,Feb,1.0,1,16
34.0,5.0,17.3,15.0,No,Windy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,0,43
32.0,4.9,6.05,10.2,No,Sunny,Medium,Snack,motorcycle,Urban,Evening,Feb,0.0,2,20
25.0,4.7,9.31,9.6,No,Fog,Jam,Snack,scooter,Metropolitian,Night,Mar,0.0,1,27
30.0,4.7,3.03,15.0,No,Sandstorms,Low,Drinks,scooter,Metropolitian,Morning,Feb,0.0,1,29
36.0,5.0,16.72,4.8,No,Fog,Jam,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,2,44
39.0,4.9,6.12,9.6,No,Sunny,Medium,Buffet,motorcycle,Urban,Evening,Mar,1.0,0,28
29.0,4.6,7.45,5.4,No,Sandstorms,Jam,Snack,scooter,Urban,Night,Mar,1.0,1,11
30.0,4.4,6.21,15.0,No,Cloudy,High,Meal,electric_scooter,Metropolitian,Evening,Mar,1.0,2,33
25.0,4.1,10.88,9.6,No,Stormy,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,1.0,0,35
39.0,5.0,7.34,15.0,No,Stormy,Low,Buffet,motorcycle,Metropolitian,Night,Feb,1.0,1,22
37.0,4.0,4.67,15.0,No,Stormy,Medium,Snack,scooter,Metropolitian,Night,Mar,0.0,1,32
21.0,4.7,16.38,15.0,No,Fog,Low,Drinks,scooter,Metropolitian,Night,Mar,1.0,2,23
37.0,4.3,19.36,10.2,No,Fog,Jam,Meal,scooter,Metropolitian,Night,Mar,0.0,2,46
20.0,5.0,9.18,10.2,No,Windy,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,0,17
24.0,4.8,12.29,15.0,No,Fog,Low,Buffet,scooter,Metropolitian,Night,Mar,0.0,2,20
37.0,4.6,10.56,9.6,No,Stormy,Jam,Snack,scooter,Metropolitian,Night,Mar,1.0,2,26
35.0,4.7,7.8,4.8,No,Sandstorms,Jam,Snack,motorcycle,Metropolitian,Night,Feb,0.0,1,32
35.0,4.1,17.1,15.0,No,Stormy,Medium,Buffet,scooter,Metropolitian,Evening,Mar,1.0,2,37
39.0,4.7,16.11,9.6,No,Sunny,Medium,Meal,motorcycle,Metropolitian,Evening,Feb,1.0,0,37
23.0,4.8,12.58,4.8,No,Cloudy,Medium,Meal,scooter,Metropolitian,Night,Mar,1.0,2,31
38.0,4.6,17.14,4.8,No,Sandstorms,Low,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,29
30.0,4.9,9.31,9.6,No,Windy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,2.0,0,36
34.0,4.5,4.72,15.0,No,Cloudy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,0.0,0,28
33.0,4.1,19.62,15.0,No,Fog,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,2,39
34.0,4.4,13.61,15.0,No,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,51
37.0,4.9,5.96,15.0,No,Cloudy,Medium,Meal,motorcycle,Metropolitian,Evening,Mar,1.0,1,15
37.0,4.8,13.97,9.6,No,Sunny,Low,Drinks,scooter,Metropolitian,Night,Apr,1.0,1,16
26.0,4.8,12.42,15.0,No,Cloudy,Medium,Buffet,scooter,Metropolitian,Night,Mar,0.0,1,27
27.0,4.5,9.22,10.2,No,Stormy,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,16
34.0,3.4,19.66,9.6,No,Sunny,Low,Drinks,motorcycle,Metropolitian,Night,Mar,2.0,0,31
39.0,4.4,9.44,10.2,Yes,Windy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,42
26.0,4.0,20.18,4.8,Yes,Cloudy,Jam,Meal,scooter,Urban,Night,Apr,1.0,1,42
29.0,4.5,1.57,10.2,No,Cloudy,Low,Meal,motorcycle,Metropolitian,Morning,Feb,1.0,0,21
21.0,4.8,1.56,10.2,No,Sunny,Low,Snack,motorcycle,Urban,Morning,Apr,1.0,1,19
22.0,4.7,4.46,4.8,No,Fog,Jam,Buffet,motorcycle,Metropolitian,Night,Feb,1.0,0,27
29.0,3.3,13.97,5.4,No,Sunny,Low,Buffet,scooter,Metropolitian,Night,Mar,1.0,2,41
33.0,4.6,6.05,4.8,No,Sunny,Medium,Drinks,motorcycle,Urban,Evening,Apr,0.0,1,16
21.0,4.7,8.94,4.8,No,Fog,Low,Buffet,motorcycle,Urban,Night,Mar,1.0,1,15
33.0,4.8,19.47,15.0,No,Sunny,Medium,Snack,scooter,Metropolitian,Evening,Feb,0.0,2,27
26.0,4.7,1.51,15.0,No,Stormy,Low,Snack,scooter,Metropolitian,Morning,Mar,0.0,2,10
34.0,5.0,13.76,5.4,No,Stormy,Low,Buffet,scooter,Metropolitian,Night,Mar,0.0,2,19
37.0,4.9,4.49,15.0,No,Sandstorms,Jam,Drinks,scooter,Metropolitian,Night,Feb,0.0,1,27
36.0,4.7,5.96,15.0,No,Windy,High,Meal,motorcycle,Metropolitian,Evening,Mar,1.0,1,30
33.0,4.4,14.02,15.0,No,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,38
28.0,4.1,14.02,10.2,No,Windy,Jam,Snack,motorcycle,Metropolitian,Night,Apr,1.0,0,38
20.0,4.8,10.64,9.6,No,Fog,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,2,34
27.0,4.7,19.88,9.6,No,Windy,Low,Meal,motorcycle,Urban,Night,Mar,0.0,0,24
29.0,4.9,1.49,10.2,No,Sandstorms,Low,Drinks,scooter,Urban,Morning,Feb,1.0,1,13
26.0,4.9,19.97,15.0,No,Fog,Jam,Meal,motorcycle,Metropolitian,Night,Apr,2.0,0,42
32.0,4.6,5.95,4.8,No,Windy,Medium,Drinks,motorcycle,Metropolitian,Evening,Feb,0.0,1,26
25.0,5.0,20.21,9.6,No,Fog,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,36
25.0,4.9,12.26,5.4,No,Windy,Medium,Meal,motorcycle,Metropolitian,Night,Mar,0.0,1,29
26.0,4.8,3.06,5.4,No,Fog,Low,Snack,motorcycle,Metropolitian,Morning,Mar,1.0,0,23
31.0,4.2,19.66,5.4,No,Fog,Low,Snack,scooter,Metropolitian,Night,Apr,0.0,1,34
21.0,4.8,11.75,5.4,No,Cloudy,Medium,Meal,scooter,Urban,Evening,Feb,1.0,1,39
34.0,4.9,4.59,15.0,No,Stormy,Low,Buffet,scooter,Metropolitian,Night,Mar,1.0,1,25
28.0,4.7,16.38,15.0,No,Stormy,Low,Drinks,motorcycle,Urban,Night,Mar,0.0,2,11
27.0,5.0,12.44,5.4,No,Stormy,Jam,Snack,scooter,Metropolitian,Night,Mar,0.0,2,18
35.0,4.7,6.21,15.0,No,Sandstorms,High,Drinks,scooter,Urban,Evening,Mar,0.0,2,25
33.0,4.1,3.12,15.0,No,Windy,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,1.0,0,29
25.0,4.7,17.17,4.8,No,Sandstorms,Low,Meal,scooter,Metropolitian,Night,Feb,0.0,1,19
30.0,4.9,1.53,5.4,No,Sandstorms,High,Drinks,motorcycle,Metropolitian,Morning,Apr,0.0,0,47
38.0,4.6,11.92,5.4,No,Fog,Medium,Drinks,motorcycle,Urban,Evening,Mar,1.0,1,38
39.0,4.8,7.65,15.0,No,Cloudy,Jam,Meal,motorcycle,Urban,Night,Mar,0.0,0,27
22.0,4.3,10.72,9.6,No,Stormy,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,0,39
32.0,4.8,10.28,10.2,No,Cloudy,Jam,Meal,motorcycle,Metropolitian,Night,Feb,3.0,0,46
38.0,5.0,6.29,4.8,No,Cloudy,High,Drinks,motorcycle,Metropolitian,Evening,Feb,1.0,1,30
24.0,4.8,3.04,15.0,No,Sandstorms,High,Meal,motorcycle,Urban,Morning,Apr,1.0,1,12
30.0,4.8,4.6,15.0,No,Cloudy,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,1,19
38.0,4.9,10.87,15.0,No,Sunny,Jam,Buffet,scooter,Urban,Night,Mar,1.0,1,29
27.0,4.7,3.12,10.2,No,Fog,Low,Snack,motorcycle,Metropolitian,Morning,Feb,1.0,1,12
24.0,2.8,13.76,15.0,No,Sunny,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,2,31
25.0,4.0,1.51,4.8,No,Stormy,Low,Snack,motorcycle,Metropolitian,Morning,Feb,1.0,0,16
39.0,4.7,11.92,10.2,No,Windy,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,0.0,2,20
31.0,4.8,1.49,9.6,No,Fog,Low,Buffet,motorcycle,Metropolitian,Morning,Mar,0.0,1,19
23.0,4.6,3.12,9.6,No,Windy,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,0.0,1,11
33.0,4.6,4.48,9.6,No,Sunny,Jam,Meal,motorcycle,Metropolitian,Night,Feb,1.0,0,21
29.0,4.6,20.18,4.8,No,Fog,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,0,43
38.0,3.8,11.92,4.8,No,Sandstorms,Jam,Drinks,scooter,Metropolitian,Night,Mar,2.0,1,44
32.0,4.8,9.36,15.0,No,Sunny,Medium,Buffet,motorcycle,Urban,Evening,Feb,0.0,0,28
25.0,4.6,3.06,9.6,No,Cloudy,Low,Snack,scooter,Metropolitian,Morning,Apr,1.0,1,11
32.0,4.7,10.81,10.2,Yes,Cloudy,Low,Drinks,motorcycle,Metropolitian,Night,Feb,1.0,0,40
24.0,4.1,1.49,10.2,No,Sandstorms,Low,Drinks,motorcycle,Urban,Morning,Feb,0.0,0,16
26.0,4.6,7.76,4.8,No,Fog,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,2,10
24.0,4.6,14.04,4.8,No,Cloudy,Medium,Meal,motorcycle,Metropolitian,Night,Feb,0.0,1,36
26.0,3.6,9.31,15.0,No,Sunny,Jam,Meal,motorcycle,Semi-Urban,Night,Mar,1.0,0,53
33.0,4.6,4.47,15.0,No,Stormy,Low,Meal,scooter,Urban,Night,Mar,1.0,1,22
36.0,4.9,9.33,15.0,No,Sandstorms,Jam,Snack,scooter,Metropolitian,Night,Mar,1.0,1,27
21.0,5.0,4.72,10.2,No,Fog,Medium,Snack,motorcycle,Metropolitian,Evening,Mar,0.0,0,20
21.0,4.7,9.44,4.8,No,Sandstorms,Medium,Buffet,motorcycle,Metropolitian,Evening,Mar,1.0,1,22
24.0,4.7,10.64,15.0,No,Windy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,0.0,1,15
25.0,4.8,19.67,15.0,No,Stormy,Jam,Drinks,scooter,Metropolitian,Night,Mar,0.0,1,15
36.0,4.8,7.68,5.4,No,Sunny,Medium,Snack,scooter,Metropolitian,Night,Mar,0.0,2,21
29.0,4.7,6.13,9.6,No,Stormy,High,Drinks,scooter,Metropolitian,Evening,Apr,1.0,1,25
21.0,4.7,16.6,9.6,No,Fog,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,0.0,0,40
30.0,3.6,13.41,15.0,No,Stormy,Jam,Buffet,scooter,Metropolitian,Night,Apr,0.0,2,33
31.0,4.9,10.91,5.4,No,Windy,Jam,Buffet,scooter,Metropolitian,Night,Mar,1.0,2,30
21.0,4.9,9.33,4.8,No,Sandstorms,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,0,15
37.0,4.5,3.06,4.8,No,Fog,Low,Drinks,motorcycle,Urban,Morning,Mar,1.0,1,15
34.0,4.4,17.3,15.0,No,Sandstorms,Jam,Drinks,scooter,Metropolitian,Night,Feb,1.0,2,31
25.0,4.5,12.11,9.6,No,Windy,Low,Drinks,motorcycle,Urban,Night,Feb,1.0,1,18
24.0,4.3,12.46,15.0,No,Sandstorms,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,34
24.0,4.6,9.19,9.6,No,Sandstorms,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,0,13
39.0,4.8,7.76,15.0,No,Sunny,Low,Snack,scooter,Urban,Night,Mar,0.0,1,17
25.0,4.6,10.72,15.0,No,Windy,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,2,17
35.0,4.7,10.57,5.4,No,Sandstorms,Medium,Buffet,scooter,Urban,Night,Feb,1.0,2,29
32.0,4.6,7.56,4.8,No,Cloudy,Jam,Meal,motorcycle,Metropolitian,Night,Apr,0.0,0,29
38.0,4.9,4.6,5.4,No,Stormy,Jam,Buffet,electric_scooter,Urban,Night,Apr,1.0,2,27
30.0,4.6,4.67,15.0,No,Fog,Medium,Buffet,motorcycle,Metropolitian,Evening,Mar,1.0,0,25
38.0,3.8,12.24,15.0,No,Sunny,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,1,34
39.0,5.0,1.53,15.0,No,Sandstorms,High,Meal,motorcycle,Metropolitian,Morning,Mar,1.0,1,26
25.0,4.9,9.22,4.8,No,Sandstorms,Jam,Meal,motorcycle,Metropolitian,Night,Mar,0.0,0,33
31.0,4.6,8.94,4.8,No,Fog,Low,Meal,motorcycle,Metropolitian,Night,Apr,1.0,0,24
28.0,4.9,6.04,9.6,No,Cloudy,High,Snack,motorcycle,Metropolitian,Evening,Apr,1.0,0,23
33.0,4.8,8.94,4.8,No,Stormy,Low,Buffet,electric_scooter,Metropolitian,Night,Mar,1.0,2,27
36.0,4.2,4.6,4.8,No,Sandstorms,Jam,Snack,motorcycle,Urban,Night,Mar,1.0,0,37
39.0,5.0,20.25,15.0,No,Stormy,Jam,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,1,27
27.0,4.8,6.23,10.2,No,Sandstorms,Medium,Snack,electric_scooter,Metropolitian,Evening,Mar,0.0,2,21
37.0,4.6,1.51,4.8,No,Stormy,High,Meal,scooter,Metropolitian,Morning,Mar,1.0,1,34
39.0,4.2,12.44,9.6,No,Sunny,Medium,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,33
39.0,4.9,3.02,10.2,No,Fog,High,Buffet,scooter,Metropolitian,Morning,Mar,1.0,1,37
35.0,4.7,8.94,10.2,No,Sandstorms,Medium,Snack,electric_scooter,Metropolitian,Evening,Mar,1.0,2,28
34.0,4.0,10.87,4.8,No,Windy,Medium,Buffet,motorcycle,Metropolitian,Evening,Mar,1.0,0,40
28.0,4.7,9.31,15.0,No,Sunny,Jam,Buffet,scooter,Urban,Night,Mar,0.0,1,19
23.0,4.9,20.25,15.0,No,Cloudy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,2.0,1,43
20.0,4.9,20.18,10.2,No,Windy,Medium,Drinks,motorcycle,Metropolitian,Evening,Mar,1.0,2,24
36.0,4.3,16.6,4.8,No,Windy,Jam,Meal,motorcycle,Metropolitian,Night,Apr,1.0,0,36
29.0,5.0,14.15,9.6,No,Windy,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,16
36.0,4.8,7.77,15.0,No,Sandstorms,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,31
37.0,4.1,10.43,4.8,No,Fog,Jam,Meal,scooter,Metropolitian,Night,Apr,1.0,1,44
28.0,4.6,9.05,15.0,No,Sandstorms,Jam,Buffet,scooter,Metropolitian,Night,Mar,1.0,1,29
21.0,4.5,4.56,4.8,No,Sunny,Jam,Meal,electric_scooter,Urban,Night,Mar,0.0,2,14
30.0,4.8,12.58,15.0,No,Windy,Low,Meal,motorcycle,Metropolitian,Night,Apr,1.0,0,21
39.0,4.1,14.02,10.2,No,Cloudy,Medium,Buffet,scooter,Metropolitian,Evening,Apr,1.0,2,41
37.0,4.7,3.11,10.2,No,Cloudy,Low,Drinks,motorcycle,Metropolitian,Morning,Mar,1.0,0,25
32.0,4.1,6.22,10.2,No,Stormy,High,Drinks,electric_scooter,Metropolitian,Evening,Mar,0.0,2,34
21.0,4.9,3.02,4.8,No,Fog,High,Meal,motorcycle,Urban,Morning,Mar,1.0,0,29
27.0,4.9,16.64,4.8,No,Stormy,Low,Buffet,motorcycle,Metropolitian,Night,Apr,1.0,0,21
35.0,4.3,20.56,15.0,No,Fog,Jam,Meal,scooter,Urban,Night,Feb,2.0,2,35
32.0,4.0,12.29,10.2,Yes,Stormy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,0,43
31.0,4.3,14.05,15.0,No,Sandstorms,Jam,Meal,motorcycle,Metropolitian,Night,Feb,3.0,1,42
38.0,4.6,6.12,10.2,No,Stormy,High,Snack,scooter,Metropolitian,Evening,Mar,1.0,2,26
29.0,4.6,20.18,15.0,No,Fog,Medium,Buffet,motorcycle,Metropolitian,Night,Mar,0.0,0,41
32.0,4.8,13.99,4.8,No,Fog,Jam,Drinks,scooter,Metropolitian,Night,Mar,1.0,2,45
26.0,4.8,12.07,5.4,No,Cloudy,Medium,Meal,scooter,Metropolitian,Evening,Mar,1.0,2,29
37.0,4.8,1.53,10.2,No,Cloudy,Low,Meal,motorcycle,Metropolitian,Morning,Mar,1.0,1,18
24.0,4.6,17.08,15.0,No,Sunny,Jam,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,23
31.0,4.8,9.12,15.0,No,Windy,Jam,Buffet,scooter,Metropolitian,Night,Mar,0.0,2,29
25.0,4.5,6.29,15.0,No,Stormy,Medium,Drinks,scooter,Metropolitian,Evening,Feb,1.0,1,21
25.0,4.5,13.61,15.0,No,Sandstorms,Medium,Snack,scooter,Urban,Night,Mar,0.0,2,16
25.0,4.1,3.04,5.4,No,Sandstorms,High,Drinks,motorcycle,Metropolitian,Morning,Mar,2.0,0,36
29.0,4.8,19.62,5.4,No,Stormy,Low,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,19
28.0,4.9,12.46,10.2,No,Fog,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,1,31
39.0,4.8,1.55,9.6,No,Stormy,Low,Snack,electric_scooter,Metropolitian,Morning,Mar,0.0,2,21
27.0,4.8,4.59,15.0,No,Cloudy,Jam,Meal,motorcycle,Urban,Night,Mar,1.0,0,26
38.0,4.7,6.04,4.8,No,Sandstorms,Medium,Snack,motorcycle,Urban,Evening,Mar,1.0,0,28
28.0,4.7,6.29,4.8,No,Fog,High,Meal,motorcycle,Urban,Evening,Feb,1.0,0,24
25.0,4.8,7.6,9.6,No,Cloudy,Jam,Buffet,motorcycle,Metropolitian,Night,Mar,1.0,1,30
29.0,4.8,6.06,9.6,No,Fog,High,Snack,motorcycle,Metropolitian,Evening,Mar,1.0,0,28
34.0,4.2,9.12,15.0,No,Sandstorms,Low,Meal,motorcycle,Metropolitian,Night,Mar,1.0,0,30
35.0,4.9,6.29,9.6,No,Sandstorms,Medium,Buffet,motorcycle,Metropolitian,Evening,Mar,1.0,1,33
24.0,4.7,13.68,15.0,No,Cloudy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,1,31
24.0,4.6,4.67,15.0,No,Sunny,Jam,Buffet,scooter,Urban,Night,Mar,1.0,2,10
37.0,4.6,13.58,15.0,No,Sunny,Jam,Drinks,motorcycle,Metropolitian,Night,Apr,0.0,2,23
28.0,4.9,4.6,5.4,No,Cloudy,Medium,Snack,scooter,Urban,Night,Mar,1.0,1,19
32.0,4.9,3.12,4.8,No,Fog,Low,Meal,motorcycle,Urban,Morning,Mar,0.0,0,29
36.0,4.6,20.44,4.8,No,Stormy,Medium,Drinks,motorcycle,Urban,Evening,Mar,1.0,0,31
38.0,4.6,12.1,10.2,No,Fog,Low,Drinks,scooter,Metropolitian,Night,Mar,1.0,2,25
33.0,4.7,10.64,4.8,No,Windy,Jam,Buffet,motorcycle,Urban,Night,Mar,1.0,0,37
26.0,4.8,6.13,15.0,No,Windy,Medium,Meal,motorcycle,Metropolitian,Evening,Apr,0.0,0,16
39.0,4.9,5.96,10.2,No,Cloudy,High,Buffet,motorcycle,Metropolitian,Evening,Apr,1.0,1,34
22.0,4.0,13.79,15.0,No,Sandstorms,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,39
35.0,4.7,9.12,4.8,No,Sandstorms,Medium,Meal,motorcycle,Metropolitian,Evening,Mar,1.0,1,26
24.0,4.7,6.04,15.0,No,Cloudy,High,Drinks,scooter,Metropolitian,Evening,Apr,1.0,1,28
35.0,4.6,1.53,15.0,No,Cloudy,Low,Buffet,motorcycle,Metropolitian,Morning,Mar,1.0,1,19
35.0,4.4,1.54,15.0,Yes,Windy,High,Meal,motorcycle,Metropolitian,Morning,Mar,0.0,0,44
32.0,4.8,20.21,10.2,No,Fog,Low,Meal,motorcycle,Metropolitian,Night,Mar,1.0,1,28
31.0,4.8,12.1,5.4,No,Sunny,Medium,Buffet,scooter,Urban,Evening,Mar,0.0,2,15
29.0,4.9,19.76,5.4,No,Windy,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,33
34.0,4.6,3.07,15.0,No,Cloudy,Low,Snack,motorcycle,Urban,Morning,Mar,1.0,0,26
34.0,5.0,9.26,15.0,No,Windy,Medium,Buffet,motorcycle,Metropolitian,Night,Feb,1.0,0,31
22.0,4.6,11.01,9.6,No,Stormy,Medium,Meal,motorcycle,Metropolitian,Evening,Mar,1.0,0,30
29.0,4.8,6.23,15.0,No,Stormy,Medium,Meal,motorcycle,Metropolitian,Evening,Mar,0.0,0,10
20.0,4.9,10.59,4.8,No,Cloudy,Jam,Meal,scooter,Metropolitian,Night,Mar,1.0,1,38
30.0,4.7,11.94,15.0,No,Cloudy,Medium,Buffet,motorcycle,Urban,Night,Feb,2.0,1,36
35.0,4.9,4.6,5.4,No,Cloudy,Low,Buffet,motorcycle,Urban,Night,Mar,1.0,1,19
22.0,4.9,13.58,9.6,No,Cloudy,Low,Drinks,motorcycle,Urban,Night,Mar,0.0,0,22
39.0,4.8,3.15,15.0,No,Sunny,High,Drinks,motorcycle,Urban,Morning,Feb,0.0,0,25
33.0,4.3,12.07,9.6,No,Cloudy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,0.0,2,38
27.0,4.9,19.62,4.8,No,Sandstorms,Jam,Snack,scooter,Urban,Night,Mar,1.0,2,21
39.0,4.1,5.96,15.0,No,Sandstorms,High,Meal,scooter,Metropolitian,Evening,Mar,1.0,1,34
20.0,4.4,12.21,15.0,Yes,Fog,Jam,Snack,scooter,Metropolitian,Night,Feb,0.0,2,43
21.0,4.6,4.56,5.4,No,Cloudy,Low,Buffet,scooter,Metropolitian,Night,Mar,0.0,1,18
34.0,4.8,9.12,4.8,No,Sunny,Jam,Buffet,motorcycle,Urban,Night,Mar,0.0,0,21
34.0,4.4,7.6,15.0,No,Stormy,Medium,Meal,motorcycle,Urban,Night,Mar,1.0,0,34
27.0,4.8,13.77,10.2,No,Cloudy,Low,Meal,scooter,Metropolitian,Night,Mar,1.0,1,22
33.0,4.9,7.6,5.4,No,Fog,Low,Drinks,scooter,Metropolitian,Night,Mar,1.0,1,17
36.0,4.5,7.6,4.8,No,Sunny,Jam,Drinks,motorcycle,Metropolitian,Night,Mar,1.0,0,22
35.0,4.8,3.12,9.6,No,Windy,High,Meal,motorcycle,Metropolitian,Morning,Mar,1.0,0,34
28.0,4.8,7.72,5.4,No,Fog,Jam,Drinks,scooter,Metropolitian,Night,Feb,1.0,1,20
35.0,4.7,1.49,15.0,No,Sandstorms,High,Meal,motorcycle,Metropolitian,Morning,Mar,0.0,2,26
37.0,3.9,13.61,15.0,No,Fog,Low,Drinks,scooter,Metropolitian,Night,Mar,2.0,1,33
38.0,4.8,13.77,4.8,No,Fog,Low,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,36
32.0,4.6,10.76,10.2,No,Sandstorms,Low,Drinks,electric_scooter,Metropolitian,Night,Mar,1.0,2,19
33.0,4.3,9.44,15.0,No,Sandstorms,Medium,Meal,scooter,Metropolitian,Evening,Feb,1.0,1,31
38.0,4.7,4.66,5.4,No,Sunny,Low,Drinks,motorcycle,Metropolitian,Night,Apr,1.0,1,10
21.0,4.3,13.61,9.6,No,Cloudy,Jam,Snack,motorcycle,Urban,Night,Mar,1.0,1,31
39.0,4.2,10.81,15.0,Yes,Stormy,Jam,Drinks,motorcycle,Semi-Urban,Night,Feb,3.0,0,54
36.0,4.4,10.87,10.2,No,Stormy,Medium,Meal,motorcycle,Metropolitian,Evening,Mar,2.0,0,39
36.0,4.2,3.03,4.8,No,Windy,Low,Meal,motorcycle,Urban,Morning,Feb,0.0,0,29
28.0,4.3,10.87,9.6,No,Windy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,34
39.0,4.6,4.53,15.0,No,Sandstorms,Medium,Buffet,motorcycle,Urban,Night,Mar,0.0,2,32
30.0,4.1,10.91,15.0,No,Fog,Low,Meal,motorcycle,Metropolitian,Night,Mar,2.0,0,37
26.0,4.7,13.41,10.2,No,Fog,Jam,Meal,scooter,Metropolitian,Night,Mar,1.0,2,35
27.0,4.2,1.55,15.0,No,Windy,Low,Meal,motorcycle,Metropolitian,Morning,Apr,1.0,0,23
31.0,4.6,1.53,5.4,No,Stormy,Low,Meal,scooter,Urban,Morning,Mar,1.0,1,20
25.0,5.0,6.21,10.2,No,Fog,Medium,Drinks,motorcycle,Urban,Evening,Mar,1.0,1,13
34.0,4.7,6.23,9.6,No,Sunny,High,Meal,motorcycle,Metropolitian,Evening,Apr,1.0,1,19
24.0,4.8,4.56,4.8,No,Fog,Medium,Drinks,scooter,Metropolitian,Night,Apr,1.0,2,13
30.0,4.7,3.1,9.6,No,Sunny,Low,Meal,motorcycle,Urban,Morning,Mar,0.0,0,29
23.0,4.6,4.66,9.6,No,Fog,Low,Snack,scooter,Urban,Night,Mar,0.0,1,18
28.0,5.0,19.88,10.2,No,Stormy,Medium,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,30
23.0,4.6,19.62,10.2,No,Fog,Jam,Meal,motorcycle,Metropolitian,Night,Mar,2.0,0,41
33.0,4.7,16.85,5.4,No,Windy,Jam,Snack,motorcycle,Metropolitian,Night,Mar,1.0,0,36
32.0,4.1,7.49,15.0,No,Sandstorms,Medium,Snack,motorcycle,Metropolitian,Evening,Feb,1.0,0,33
31.0,4.6,1.51,9.6,No,Sandstorms,High,Meal,motorcycle,Metropolitian,Morning,Mar,1.0,0,36
21.0,3.8,3.1,4.8,No,Sunny,High,Drinks,motorcycle,Metropolitian,Morning,Mar,3.0,0,49
33.0,4.9,3.03,10.2,No,Sunny,Low,Snack,electric_scooter,Metropolitian,Morning,Mar,1.0,2,18
39.0,4.9,6.12,9.6,No,Windy,High,Meal,motorcycle,Metropolitian,Evening,Mar,0.0,0,38
