,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Delivery_distance,Time_to_pick,Day,Month,Time_of_Day_Ordered
24870,30.0,4.1,Windy,High,0,Meal,motorcycle,0.0,No,VAD,32,6.29,9.6,3,9,Evening
24871,30.0,4.2,Sandstorms,Medium,0,Meal,motorcycle,0.0,Yes,JAP,43,10.43,9.6,18,3,Night
24872,22.0,4.6,Fog,Jam,0,Meal,motorcycle,1.0,Yes,MUM,43,16.83,15.0,3,6,Night
24873,27.0,4.6,Stormy,Low,1,Snack,motorcycle,1.0,No,RANCHI,18,3.15,15.0,28,3,Morning
24874,32.0,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,SUR,28,4.56,9.6,24,3,Night
24876,37.0,4.6,Sunny,Low,0,Buffet,motorcycle,1.0,No,COIMB,27,1.56,4.8,13,3,Morning
24877,31.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,BANG,30,4.66,10.2,3,9,Night
24878,20.0,4.9,Sunny,Low,2,Meal,electric_scooter,0.0,No,SUR,18,3.04,10.2,24,3,Morning
24879,39.0,4.5,Sunny,Jam,1,Buffet,scooter,1.0,No,SUR,24,7.6,15.0,28,3,Night
24881,32.0,4.5,Stormy,Medium,2,Snack,motorcycle,1.0,No,VAD,25,7.57,15.0,15,3,Evening
24882,35.0,4.5,Cloudy,High,1,Meal,motorcycle,0.0,No,HYD,28,6.15,15.0,26,3,Evening
24884,36.0,4.7,Stormy,Jam,0,Buffet,motorcycle,3.0,No,VAD,43,11.01,9.6,3,4,Night
24885,34.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,Yes,MUM,49,9.18,4.8,3,3,Night
24886,29.0,4.4,Fog,Medium,1,Drinks,scooter,0.0,No,INDO,38,13.61,10.2,16,3,Evening
24888,33.0,4.6,Sandstorms,Jam,2,Meal,motorcycle,1.0,No,BANG,27,13.97,4.8,4,2,Night
24889,26.0,4.5,Sunny,Low,0,Buffet,motorcycle,0.0,No,COIMB,14,3.12,15.0,13,3,Morning
24890,20.0,4.7,Sunny,High,2,Snack,electric_scooter,1.0,No,JAP,19,1.49,15.0,4,5,Morning
24892,36.0,4.8,Fog,Low,2,Buffet,scooter,1.0,No,MUM,27,12.23,9.6,18,3,Night
24893,38.0,5.0,Sandstorms,Low,2,Buffet,scooter,1.0,No,MUM,21,3.06,10.2,21,3,Morning
24895,28.0,4.7,Stormy,High,2,Buffet,electric_scooter,0.0,No,KOL,11,3.03,15.0,13,2,Morning
24896,35.0,4.6,Sunny,Low,0,Drinks,motorcycle,1.0,No,PUNE,22,19.92,15.0,31,3,Night
24897,34.0,4.1,Windy,High,0,Drinks,motorcycle,1.0,No,MUM,33,6.12,4.8,26,3,Evening
24899,31.0,4.6,Fog,Medium,0,Buffet,motorcycle,1.0,No,INDO,36,16.64,10.2,29,3,Night
24901,23.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,KOC,15,1.56,10.2,13,2,Morning
24902,29.0,4.5,Cloudy,Low,1,Buffet,motorcycle,0.0,No,PUNE,28,10.72,4.8,16,3,Night
24903,29.0,4.9,Sunny,Medium,1,Drinks,scooter,1.0,No,BANG,18,4.66,10.2,3,9,Night
24904,23.0,4.6,Windy,Medium,2,Snack,electric_scooter,1.0,No,JAP,22,4.47,15.0,4,5,Evening
24907,38.0,4.6,Cloudy,Medium,2,Meal,motorcycle,1.0,No,CHEN,30,17.07,4.8,23,3,Evening
24908,26.0,4.8,Sandstorms,Low,1,Snack,motorcycle,1.0,No,PUNE,16,12.26,5.4,3,12,Night
24911,35.0,4.1,Fog,Jam,2,Drinks,motorcycle,1.0,No,VAD,33,7.57,9.6,3,9,Night
24913,30.0,4.3,Cloudy,High,2,Snack,motorcycle,1.0,No,HYD,38,6.15,4.8,30,3,Evening
24914,32.0,4.0,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,HYD,32,6.15,15.0,17,3,Evening
24915,30.0,5.0,Sunny,Medium,0,Meal,motorcycle,1.0,No,PUNE,30,13.79,5.4,23,3,Night
24916,26.0,4.8,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,CHEN,41,13.97,15.0,3,2,Night
24917,30.0,4.9,Windy,Medium,0,Meal,motorcycle,0.0,No,RANCHI,29,9.06,9.6,3,1,Evening
24918,27.0,4.6,Cloudy,Jam,2,Buffet,motorcycle,1.0,No,HYD,39,12.29,5.4,23,3,Night
24920,37.0,4.9,Windy,Jam,1,Drinks,motorcycle,1.0,No,INDO,25,10.59,5.4,4,2,Night
24921,24.0,4.6,Windy,Low,2,Drinks,electric_scooter,1.0,No,JAP,17,2.98,15.0,28,3,Morning
24922,28.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,PUNE,23,12.26,9.6,4,2,Night
24923,29.0,4.6,Sandstorms,Jam,1,Drinks,scooter,1.0,No,MYS,19,10.88,5.4,29,3,Night
24924,38.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,MYS,38,13.99,10.2,3,4,Evening
24925,20.0,4.5,Cloudy,Jam,0,Drinks,motorcycle,0.0,No,CHEN,38,12.42,10.2,3,2,Night
24926,35.0,4.0,Cloudy,High,2,Meal,electric_scooter,2.0,No,MYS,36,1.55,5.4,26,3,Morning
24927,28.0,4.5,Stormy,Jam,1,Snack,scooter,1.0,No,PUNE,29,12.26,15.0,3,6,Night
24928,25.0,4.7,Windy,Low,1,Meal,scooter,1.0,No,SUR,13,1.52,15.0,15,3,Morning
24930,29.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,JAP,41,10.43,15.0,4,4,Night
24931,22.0,4.5,Cloudy,Low,2,Drinks,electric_scooter,0.0,No,SUR,28,16.72,9.6,29,3,Night
24933,36.0,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,COIMB,21,3.12,4.8,3,5,Morning
24934,27.0,4.6,Fog,Jam,1,Drinks,scooter,0.0,No,CHEN,35,20.18,15.0,3,4,Night
24936,28.0,4.7,Windy,Medium,0,Buffet,motorcycle,0.0,No,INDO,27,19.66,15.0,18,3,Night
24938,37.0,4.8,Sunny,High,2,Meal,motorcycle,1.0,No,MYS,21,1.55,5.4,21,3,Morning
24939,30.0,4.7,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,COIMB,41,20.25,15.0,3,8,Night
24940,31.0,5.0,Stormy,Low,2,Meal,motorcycle,1.0,No,GOA,26,9.26,9.6,2,11,Night
24941,36.0,4.0,Windy,High,0,Buffet,motorcycle,2.0,No,MUM,39,6.12,4.8,13,3,Evening
24943,34.0,4.7,Fog,Jam,2,Drinks,electric_scooter,1.0,No,BHP,46,12.08,15.0,2,12,Night
24946,35.0,4.5,Fog,Medium,0,Meal,motorcycle,1.0,No,MUM,42,10.71,4.8,3,2,Evening
24947,37.0,5.0,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,KOL,31,7.57,5.4,13,2,Night
24948,25.0,4.5,Fog,Low,1,Meal,motorcycle,0.0,No,RANCHI,10,3.02,15.0,4,3,Morning
24950,32.0,4.8,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,HYD,32,9.22,4.8,4,5,Night
24951,31.0,4.5,Windy,Jam,1,Buffet,motorcycle,1.0,No,DEH,33,12.58,10.2,16,2,Night
24952,26.0,4.8,Windy,Jam,0,Snack,motorcycle,1.0,No,MYS,38,4.66,15.0,3,11,Night
24956,37.0,5.0,Sandstorms,Jam,2,Meal,scooter,1.0,No,AURG,28,10.68,10.2,14,2,Night
24957,32.0,4.5,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,LUDH,21,1.47,15.0,2,11,Morning
24958,31.0,4.6,Fog,Low,0,Meal,motorcycle,0.0,No,MUM,43,12.24,5.4,4,2,Night
24959,22.0,4.9,Fog,Medium,1,Meal,scooter,1.0,No,VAD,19,9.44,15.0,3,11,Night
24960,24.0,4.5,Fog,Low,1,Buffet,scooter,1.0,No,SUR,15,1.52,4.8,4,1,Morning
24961,31.0,4.7,Cloudy,Jam,0,Snack,motorcycle,0.0,No,PUNE,40,10.72,9.6,23,3,Night
24962,32.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,COIMB,44,10.91,9.6,4,2,Night
24963,28.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,BANG,38,17.08,15.0,27,3,Night
24964,32.0,4.7,Windy,Medium,2,Meal,scooter,0.0,No,HYD,26,7.68,9.6,4,1,Evening
24966,29.0,4.9,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,COIMB,16,1.56,4.8,24,3,Morning
24968,28.0,4.9,Windy,Medium,2,Buffet,electric_scooter,1.0,No,BANG,19,12.42,15.0,4,2,Night
24969,24.0,4.8,Stormy,Jam,1,Drinks,motorcycle,1.0,No,HYD,27,19.97,10.2,16,3,Night
24970,38.0,5.0,Fog,Jam,2,Drinks,motorcycle,1.0,No,BANG,45,10.87,4.8,20,3,Night
24973,22.0,4.6,Windy,Medium,2,Buffet,scooter,0.0,No,LUDH,15,14.15,4.8,2,12,Night
24976,21.0,4.8,Cloudy,Low,0,Snack,motorcycle,0.0,No,MYS,20,10.88,9.6,4,4,Night
24977,21.0,4.5,Stormy,Jam,1,Drinks,scooter,0.0,No,CHEN,17,4.66,10.2,3,9,Night
24978,23.0,4.5,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,MYS,20,9.33,4.8,24,3,Night
24981,39.0,4.6,Windy,Medium,1,Snack,scooter,1.0,No,BANG,25,6.21,10.2,24,3,Evening
24982,23.0,4.9,Cloudy,Medium,2,Snack,scooter,1.0,No,RANCHI,27,12.08,15.0,23,3,Evening
24984,35.0,5.0,Cloudy,Low,2,Buffet,scooter,0.0,No,INDO,17,9.07,4.8,3,9,Night
24985,25.0,4.7,Sunny,Jam,1,Snack,scooter,0.0,No,MUM,19,9.18,5.4,26,3,Night
24987,20.0,4.0,Sunny,Jam,0,Drinks,motorcycle,0.0,No,KOC,33,10.92,10.2,16,2,Night
24988,24.0,4.8,Sunny,Medium,1,Drinks,motorcycle,1.0,No,BANG,19,10.87,10.2,3,10,Evening
24989,20.0,4.9,Fog,Low,1,Drinks,motorcycle,0.0,No,RANCHI,24,16.6,15.0,3,12,Night
24991,22.0,4.9,Fog,Medium,2,Drinks,scooter,0.0,No,PUNE,11,6.13,4.8,3,3,Evening
24993,37.0,4.0,Windy,Jam,0,Snack,motorcycle,1.0,Yes,CHEN,47,10.87,4.8,20,3,Night
24994,26.0,4.6,Cloudy,Low,2,Snack,scooter,0.0,No,VAD,22,10.6,4.8,14,3,Night
24995,33.0,4.7,Stormy,High,2,Buffet,motorcycle,0.0,No,VAD,25,6.29,15.0,30,3,Evening
24996,37.0,4.9,Sandstorms,Low,1,Buffet,motorcycle,1.0,No,CHEN,23,3.1,4.8,3,11,Morning
24997,37.0,4.8,Sandstorms,Low,2,Snack,scooter,1.0,No,JAP,25,16.39,4.8,3,2,Night
24998,30.0,4.0,Fog,Jam,1,Drinks,scooter,1.0,No,AGR,31,4.46,9.6,17,2,Night
24999,26.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,PUNE,26,6.13,10.2,30,3,Evening
25000,30.0,4.8,Fog,Low,2,Meal,scooter,0.0,No,PUNE,16,3.06,15.0,4,3,Morning
25001,27.0,4.8,Sunny,Medium,0,Meal,motorcycle,0.0,No,RANCHI,17,4.53,9.6,17,3,Night
25003,22.0,4.7,Windy,Medium,2,Meal,electric_scooter,0.0,No,KOC,29,10.92,4.8,2,12,Evening
25004,31.0,4.5,Windy,Medium,2,Snack,electric_scooter,1.0,No,RANCHI,28,6.04,15.0,3,11,Evening
25009,33.0,4.8,Stormy,Low,2,Buffet,electric_scooter,1.0,No,JAP,27,8.94,4.8,3,3,Night
25010,26.0,4.9,Fog,Medium,2,Meal,electric_scooter,1.0,No,PUNE,27,13.79,4.8,23,3,Evening
25011,35.0,4.9,Fog,Jam,2,Meal,electric_scooter,1.0,No,PUNE,38,10.72,10.2,3,10,Night
25012,26.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,JAP,20,13.41,10.2,3,8,Night
25013,28.0,4.1,Cloudy,Jam,1,Drinks,scooter,1.0,No,MUM,39,16.82,15.0,31,3,Night
25014,36.0,4.3,Windy,Jam,2,Snack,scooter,1.0,No,JAP,33,4.47,10.2,4,1,Night
25015,24.0,4.9,Windy,Low,2,Buffet,scooter,0.0,No,INDO,19,9.07,4.8,21,3,Night
25016,29.0,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,INDO,23,6.05,9.6,26,3,Evening
25018,38.0,4.9,Fog,Jam,1,Drinks,scooter,3.0,No,RANCHI,49,13.58,10.2,3,12,Night
25019,27.0,5.0,Cloudy,Low,0,Meal,motorcycle,1.0,No,KOL,22,10.59,9.6,14,2,Night
25020,30.0,4.2,Sandstorms,Jam,2,Snack,scooter,1.0,No,JAP,32,11.92,10.2,31,3,Night
25023,20.0,4.7,Fog,High,1,Snack,motorcycle,0.0,No,AURG,21,1.53,9.6,2,11,Morning
25024,34.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,MYS,44,10.88,4.8,25,3,Night
25025,24.0,5.0,Fog,Low,1,Drinks,scooter,1.0,No,AGR,20,10.42,15.0,2,12,Night
25026,39.0,4.8,Cloudy,Jam,0,Snack,motorcycle,1.0,No,PUNE,25,9.19,10.2,17,3,Night
25028,28.0,4.3,Cloudy,Jam,2,Snack,motorcycle,1.0,No,INDO,40,12.1,15.0,3,6,Night
25029,31.0,4.7,Fog,High,1,Snack,scooter,1.0,No,VAD,27,3.15,5.4,3,5,Morning
25030,36.0,3.6,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,SUR,43,12.16,10.2,3,6,Night
25031,39.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,HYD,34,7.68,15.0,4,5,Night
25032,27.0,4.6,Stormy,Jam,2,Buffet,scooter,1.0,No,COIMB,27,4.67,5.4,13,3,Night
25033,36.0,4.6,Windy,Jam,1,Snack,scooter,1.0,No,PUNE,25,19.92,15.0,14,3,Night
25034,25.0,4.6,Fog,Jam,0,Meal,motorcycle,3.0,No,AURG,43,20.44,15.0,2,12,Night
25036,39.0,4.1,Sandstorms,Low,0,Meal,motorcycle,0.0,No,COIMB,26,3.12,5.4,19,3,Morning
25040,29.0,4.7,Sandstorms,Low,1,Meal,scooter,1.0,No,AURG,16,3.05,15.0,15,2,Morning
25041,36.0,5.0,Sunny,Medium,0,Buffet,motorcycle,1.0,No,PUNE,22,6.13,4.8,17,3,Evening
25042,37.0,4.5,Fog,Low,2,Meal,scooter,0.0,No,INDO,17,3.02,15.0,17,3,Morning
25043,29.0,4.2,Stormy,Low,0,Buffet,motorcycle,1.0,No,VAD,26,3.03,4.8,3,7,Morning
25044,23.0,4.3,Cloudy,High,1,Drinks,motorcycle,1.0,No,JAP,31,2.98,9.6,3,1,Morning
25046,33.0,4.7,Cloudy,Medium,0,Snack,motorcycle,2.0,No,ALH,43,11.98,10.2,14,2,Evening
25047,27.0,4.5,Fog,Low,1,Buffet,motorcycle,1.0,No,MUM,23,16.82,15.0,3,4,Night
25049,30.0,5.0,Sunny,Medium,1,Drinks,scooter,0.0,No,CHEN,16,6.21,15.0,4,1,Evening
25050,33.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,BHP,40,11.01,9.6,16,2,Night
25051,34.0,4.0,Cloudy,High,0,Buffet,motorcycle,1.0,No,RANCHI,34,1.51,5.4,13,3,Morning
25052,30.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,CHEN,34,9.31,15.0,21,3,Night
25053,38.0,4.1,Stormy,High,1,Buffet,scooter,1.0,No,COIMB,33,6.23,10.2,30,3,Evening
25054,38.0,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,VAD,25,13.63,4.8,4,4,Night
25055,28.0,4.8,Sandstorms,Jam,2,Snack,scooter,1.0,No,INDO,22,16.64,15.0,3,2,Night
25056,26.0,4.6,Fog,Jam,0,Buffet,motorcycle,2.0,No,HYD,46,16.9,5.4,4,2,Night
25057,32.0,3.9,Stormy,Jam,2,Buffet,motorcycle,0.0,Yes,COIMB,42,17.14,10.2,25,3,Night
25058,25.0,5.0,Sunny,Low,1,Snack,scooter,1.0,No,INDO,27,16.64,5.4,16,3,Night
25059,24.0,4.7,Windy,Jam,2,Meal,electric_scooter,1.0,No,COIMB,11,9.35,15.0,3,7,Night
25060,25.0,5.0,Stormy,Low,1,Buffet,scooter,0.0,No,INDO,10,19.66,15.0,3,2,Night
25061,23.0,4.8,Fog,Medium,1,Snack,scooter,0.0,No,INDO,15,9.07,15.0,3,11,Night
25062,26.0,4.5,Sandstorms,Low,1,Meal,motorcycle,1.0,No,RANCHI,19,3.15,4.8,3,3,Morning
25063,37.0,4.9,Cloudy,Medium,1,Meal,motorcycle,1.0,No,JAP,15,5.96,15.0,13,3,Evening
25064,22.0,4.8,Windy,Medium,2,Buffet,electric_scooter,1.0,No,BANG,26,7.76,15.0,3,11,Evening
25065,29.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,HYD,20,3.07,4.8,17,3,Morning
25067,27.0,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,PUNE,27,9.19,15.0,3,9,Night
25068,38.0,4.0,Stormy,Low,0,Drinks,motorcycle,1.0,No,JAP,33,7.45,4.8,28,3,Night
25070,24.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,VAD,21,3.15,9.6,4,1,Morning
25071,39.0,4.6,Stormy,Low,1,Drinks,scooter,1.0,No,CHEN,29,12.42,4.8,20,3,Night
25072,22.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,MUM,26,12.24,15.0,18,3,Night
25073,23.0,5.0,Fog,Jam,2,Buffet,scooter,1.0,No,VAD,36,12.58,15.0,16,3,Night
25074,26.0,4.5,Windy,Low,2,Snack,scooter,1.0,No,MUM,18,3.06,4.8,21,3,Morning
25076,30.0,4.7,Sunny,High,0,Meal,motorcycle,1.0,No,CHEN,29,6.21,9.6,3,11,Evening
25077,34.0,4.9,Sunny,Low,1,Meal,motorcycle,0.0,No,INDO,10,7.56,15.0,13,3,Night
25078,33.0,3.5,Stormy,Medium,1,Drinks,motorcycle,2.0,No,PUNE,38,16.85,15.0,14,3,Night
25081,29.0,4.6,Windy,Jam,2,Meal,scooter,1.0,No,SUR,22,10.64,4.8,20,3,Night
25082,34.0,4.8,Sunny,Low,2,Snack,motorcycle,1.0,No,JAP,28,13.41,15.0,4,6,Night
25083,26.0,4.8,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,CHEN,36,17.07,4.8,16,3,Night
25087,38.0,4.7,Cloudy,Low,1,Snack,scooter,1.0,No,INDO,19,7.56,15.0,13,3,Night
25088,31.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,PUNE,26,19.92,4.8,3,2,Night
25089,23.0,4.7,Windy,Low,2,Snack,scooter,0.0,No,MUM,11,9.18,15.0,3,5,Night
25090,33.0,4.9,Windy,Jam,0,Meal,motorcycle,2.0,No,BANG,49,9.32,9.6,19,3,Night
25092,31.0,4.3,Stormy,Jam,0,Drinks,motorcycle,1.0,No,SUR,41,9.12,15.0,30,3,Night
25094,33.0,4.6,Sunny,High,1,Meal,motorcycle,1.0,No,COIMB,24,6.23,10.2,26,3,Evening
25095,33.0,4.1,Sandstorms,Jam,1,Buffet,scooter,1.0,No,KNP,38,13.43,15.0,14,2,Night
25096,30.0,3.9,Sandstorms,Jam,2,Meal,motorcycle,2.0,No,SUR,39,19.76,10.2,16,3,Night
25098,30.0,4.1,Fog,Jam,1,Snack,motorcycle,1.0,No,JAP,34,7.45,15.0,19,3,Night
25099,28.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,MUM,39,13.77,15.0,31,3,Night
25103,36.0,4.9,Fog,High,1,Buffet,scooter,0.0,No,DEH,26,5.87,9.6,2,11,Evening
25104,33.0,4.1,Stormy,Medium,0,Meal,motorcycle,0.0,No,COIMB,34,7.79,15.0,3,3,Evening
25105,21.0,4.6,Cloudy,Medium,2,Drinks,scooter,1.0,No,SUR,19,4.56,9.6,4,3,Night
25106,26.0,4.7,Stormy,Medium,0,Meal,motorcycle,1.0,No,MYS,36,10.88,9.6,3,2,Night
25107,24.0,4.6,Stormy,Low,0,Buffet,motorcycle,1.0,No,HYD,24,19.97,15.0,4,2,Night
25108,25.0,4.7,Fog,High,2,Buffet,electric_scooter,1.0,No,MUM,27,1.53,15.0,3,5,Morning
25109,34.0,4.8,Windy,Jam,1,Snack,scooter,0.0,No,MUM,27,4.59,15.0,17,3,Night
25110,26.0,4.8,Windy,Low,1,Drinks,scooter,1.0,No,JAP,13,1.49,15.0,15,3,Morning
25113,37.0,5.0,Sandstorms,Jam,1,Drinks,scooter,1.0,No,HYD,26,19.97,10.2,20,3,Night
25114,29.0,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,MUM,22,3.06,15.0,3,5,Morning
25117,25.0,4.6,Fog,Jam,0,Buffet,motorcycle,1.0,No,SUR,46,16.72,5.4,3,2,Night
25119,32.0,4.6,Sunny,Low,1,Buffet,motorcycle,1.0,No,COIMB,16,14.02,4.8,3,4,Night
25120,29.0,4.8,Stormy,Medium,2,Drinks,electric_scooter,0.0,No,BANG,17,10.87,9.6,23,3,Night
25122,28.0,4.9,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,CHEN,21,13.97,15.0,4,4,Night
25124,31.0,4.1,Stormy,Jam,1,Drinks,motorcycle,1.0,No,JAP,42,16.39,10.2,20,3,Night
25125,39.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,HYD,28,10.76,15.0,4,2,Night
25126,38.0,4.9,Sunny,Medium,2,Buffet,motorcycle,1.0,No,MUM,18,19.88,5.4,16,3,Night
25127,26.0,4.8,Fog,Jam,1,Meal,scooter,1.0,No,HYD,22,9.22,4.8,30,3,Night
25128,27.0,4.8,Sunny,Jam,2,Drinks,motorcycle,1.0,No,CHEN,17,10.87,15.0,16,3,Night
25129,36.0,4.5,Windy,Jam,1,Meal,scooter,1.0,No,JAP,31,13.41,10.2,3,8,Night
25131,38.0,4.1,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,DEH,44,13.22,10.2,16,2,Night
25133,21.0,5.0,Sandstorms,Low,1,Meal,scooter,0.0,No,JAP,10,1.49,15.0,4,3,Morning
25134,35.0,4.7,Windy,Low,1,Snack,scooter,1.0,No,AGR,21,11.01,15.0,14,2,Night
25135,28.0,4.9,Windy,Jam,2,Buffet,motorcycle,0.0,No,PUNE,22,10.72,9.6,20,3,Night
25136,38.0,4.1,Fog,Low,0,Meal,motorcycle,2.0,No,MUM,41,19.89,15.0,3,2,Night
25138,24.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,INDO,19,13.61,10.2,20,3,Night
25139,34.0,5.0,Fog,High,2,Buffet,motorcycle,1.0,No,BHP,36,1.51,4.8,17,2,Morning
25140,39.0,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,BANG,22,13.97,10.2,27,3,Night
25141,29.0,4.7,Sunny,Jam,2,Meal,scooter,1.0,No,BANG,13,9.32,9.6,4,3,Night
25142,33.0,4.5,Stormy,Medium,2,Snack,scooter,1.0,No,RANCHI,23,13.58,9.6,3,6,Evening
25143,28.0,5.0,Fog,Medium,0,Meal,motorcycle,1.0,No,COIMB,27,6.23,5.4,30,3,Evening
25146,33.0,4.1,Stormy,Jam,1,Meal,motorcycle,1.0,No,SUR,37,19.76,10.2,27,3,Night
25148,32.0,5.0,Cloudy,Low,1,Drinks,motorcycle,1.0,No,JAP,15,2.98,4.8,21,3,Morning
25151,28.0,4.7,Sunny,Low,2,Snack,scooter,1.0,No,PUNE,23,1.53,5.4,4,1,Morning
25152,28.0,2.6,Sunny,Low,2,Buffet,electric_scooter,1.0,No,HYD,41,10.76,9.6,4,4,Night
25153,25.0,4.7,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,MUM,30,19.88,15.0,3,10,Night
25154,34.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,VAD,22,1.51,4.8,30,3,Morning
25156,32.0,4.5,Cloudy,Jam,0,Meal,motorcycle,0.0,No,BANG,40,20.18,9.6,4,6,Night
25157,29.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,HYD,13,7.68,15.0,30,3,Evening
25158,31.0,4.8,Sunny,Medium,1,Meal,motorcycle,1.0,No,MUM,28,16.82,4.8,27,3,Night
25159,24.0,4.1,Windy,Jam,0,Buffet,motorcycle,1.0,No,GOA,33,4.63,15.0,2,11,Night
25160,25.0,4.5,Windy,Jam,1,Meal,motorcycle,0.0,No,SUR,11,7.6,15.0,3,7,Night
25161,21.0,4.5,Windy,Low,1,Buffet,motorcycle,0.0,No,GOA,13,20.07,9.6,16,2,Night
25163,34.0,4.9,Fog,Jam,0,Meal,motorcycle,1.0,No,DEH,29,8.81,9.6,17,2,Night
25165,33.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,COIMB,21,4.67,4.8,3,9,Night
25167,21.0,4.9,Stormy,Jam,2,Buffet,motorcycle,1.0,No,SUR,27,4.56,4.8,30,3,Night
25168,32.0,4.8,Windy,Jam,2,Drinks,electric_scooter,1.0,No,CHEN,26,9.31,5.4,21,3,Night
25169,36.0,4.7,Stormy,Low,2,Meal,motorcycle,1.0,No,JAP,24,2.98,9.6,3,11,Morning
25172,34.0,4.8,Sandstorms,Low,0,Meal,motorcycle,0.0,No,BHP,20,10.57,9.6,16,2,Night
25174,20.0,4.8,Sandstorms,Jam,1,Snack,scooter,1.0,No,SUR,29,16.72,5.4,20,3,Night
25175,31.0,4.9,Sandstorms,Low,2,Meal,motorcycle,0.0,No,COIMB,24,9.35,9.6,17,3,Night
25176,37.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,HYD,26,1.54,4.8,17,3,Morning
25178,24.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,VAD,10,17.3,4.8,4,4,Night
25179,35.0,4.8,Fog,Medium,2,Buffet,scooter,1.0,No,HYD,35,10.76,15.0,27,3,Night
25182,27.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,INDO,27,16.64,9.6,29,3,Night
25183,38.0,4.6,Sandstorms,Jam,1,Drinks,scooter,1.0,No,INDO,30,12.1,5.4,20,3,Night
25185,24.0,4.7,Windy,Medium,0,Drinks,motorcycle,1.0,No,MUM,27,4.59,15.0,4,1,Night
25187,39.0,4.7,Windy,Low,2,Meal,electric_scooter,1.0,No,COIMB,21,9.35,15.0,4,5,Night
25188,25.0,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,PUNE,24,9.19,9.6,3,3,Night
25189,35.0,4.9,Sandstorms,Medium,2,Buffet,electric_scooter,0.0,No,INDO,22,13.61,4.8,4,6,Night
25190,30.0,4.6,Windy,Jam,0,Snack,motorcycle,2.0,Yes,JAP,52,13.41,5.4,18,3,Night
25193,23.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,INDO,19,10.59,15.0,29,3,Night
25194,33.0,4.6,Stormy,High,1,Meal,scooter,1.0,No,KOL,26,1.51,5.4,2,11,Morning
25195,32.0,4.8,Stormy,Medium,0,Drinks,motorcycle,1.0,No,SUR,29,4.56,10.2,24,3,Night
25196,27.0,4.7,Fog,Medium,0,Snack,motorcycle,1.0,No,BANG,22,9.31,9.6,24,3,Night
25199,36.0,5.0,Windy,Low,2,Snack,electric_scooter,1.0,No,RANCHI,27,3.02,4.8,13,3,Morning
